400,201
400,346
406,346
406,203
400,203
400,340
434,340
434,348
406,348
406,340
433,340
433,289
443,289
443,349
436,349
436,339
465,339
465,204
472,204
472,347
445,347
493,347
493,286
493,266
503,266
503,275
495,275
495,284
502,284
502,347
495,347
526,347
526,206
536,206
536,346
529,346
550,346
550,288
608,288
608,346
601,346
601,335
595,335
595,343
553,343
553,337
587,337
587,328
597,328
597,297
560,297
560,343
560,299
608,299
608,206
598,206
598,298
609,298
609,346
645,346
645,287
688,287
688,298
654,298
654,338
687,338
687,346
647,346
721,346
721,287
766,287
766,270
724,270
724,255
779,255
779,346
768,346
768,336
767,336
758,336
758,345
721,345
721,335
747,335
747,326
766,326
766,301
730,301
730,331
730,345
759,345
759,338
770,338
770,345
779,345
809,345
809,296
797,296
797,282
810,282
810,262
821,262
821,282
835,282
835,296
819,296
819,336
840,336
840,324
850,324
850,348
810,348
631,348
631,629
208,629
208,620
194,620
194,562
183,562
183,552
194,552
194,501
208,501
208,488
188,488
188,542
171,542
171,570
188,570
188,628
208,628
228,628
228,545
240,545
240,558
249,558
249,546
281,546
281,628
273,628
273,560
259,560
259,572
242,572
242,627
301,627
301,486
373,486
373,627
318,627
311,627
311,498
361,498
361,616
361,627
373,627
373,615
304,615
311,615
311,605
313,605
313,582
325,582
325,551
333,551
333,525
340,525
340,511
350,511
350,500
361,500
361,524
351,524
351,525
351,544
343,544
343,561
341,561
341,571
333,571
333,586
332,586
322,586
322,595
322,612
322,626
373,626
395,626
395,545
404,545
404,557
412,557
412,542
450,542
450,627
437,627
437,558
421,558
421,568
404,568
404,626
472,626
472,614
530,614
530,562
473,562
473,481
549,481
549,494
487,494
487,547
548,547
548,626
578,626
578,566
563,566
563,551
580,551
580,531
592,531
592,552
609,552
609,567
591,567
591,616
599,616
599,601
610,601
610,627
631,627
631,479
711,479
711,625
635,625
643,625
643,494
699,494
699,614
645,614
645,593
651,593
651,591
651,568
658,568
658,548
669,548
669,529
672,529
672,514
681,514
681,498
687,498
687,494
698,494
698,512
691,512
691,527
680,527
680,547
677,547
677,567
668,567
668,592
660,592
660,610
655,610
642,610
642,627
741,627
741,546
757,546
757,560
768,560
768,545
806,545
806,630
770,630
770,619
755,619
755,708
743,708
743,625
753,625
753,620
771,620
771,607
796,607
796,574
757,574
757,608
771,608
771,629
805,629
832,629
832,475
897,475
897,542
846,542
846,491
889,491
889,529
847,529
847,628
921,628
921,531
982,531
982,586
935,586
935,617
980,617
980,626
936,626
936,547
970,547
970,572
937,572
937,626
1000,626
1000,532
1011,532
1011,543
1019,543
1019,533
1051,533
1051,623
1041,623
1041,546
1029,546
1029,555
1010,555
1010,623
1000,623
1068,623
1068,611
1080,611
1080,491
1064,491
1064,478
1101,478
1101,492
1089,492
1089,609
1101,609
1101,623
1070,623
1122,623
1122,609
1176,609
1176,586
1125,586
1125,530
1189,530
1189,547
1139,547
1139,571
1188,571
1188,622
1124,622
1213,622
1213,477
1224,477
1224,609
1274,609
1274,622
1213,622
1295,622
1295,532
1337,532
1337,511
1298,511
1298,501
1351,501
1351,625
1334,625
1334,608
1324,608
1324,622
1298,622
1298,609
1307,609
1307,547
1340,547
1340,588
1307,588
1307,608
1297,608
1297,620
1323,620
1323,607
1336,607
1336,623
1350,623
1374,623
1374,531
1385,531
1385,545
1398,545
1398,528
1414,528
1414,542
1428,542
1428,527
1447,527
1447,623
1431,623
1431,555
1416,555
1416,579
1400,579
1400,556
1386,556
1386,620
1375,620
1466,620
1466,527
1527,527
1527,573
1480,573
1480,611
1522,611
1522,621
1464,621
1464,562
1514,562
1514,541
1477,541
1477,560
1466,560
1466,619
1551,619
1551,609
1568,609
1568,553
1583,553
1583,540
1569,540
1569,493
1549,493
1549,482
1581,482
1581,524
1595,524
1595,565
1579,565
1579,618
1552,618
